first_word,second_word,bigram,count
"نحصل","على","نحصل على",4
"للعيد","ميلاد","للعيد ميلاد",4
"خاصة","أو","خاصة أو",4
"لأن","الوضع","لأن الوضع",4
"لو","حصلت","لو حصلت",4
"أريد","حاجة","أريد حاجة",4
"خاصة","للزبائن","خاصة للزبائن",4
"القرار","بسرعة","القرار بسرعة",4
"أبغى","أستفسر","أبغى أستفسر",4
"عن","باقة","عن باقة",4
"أشتري","وأحتاج","أشتري وأحتاج",4
"إن","الخدمة","إن الخدمة",4
"وما","حصلت","وما حصلت",4
"ولدي","الأسبوع","ولدي الأسبوع",4
"ممكن","عشان","ممكن عشان",4
"customer","وما","customer وما",4
"take","nights","take nights",4
"يبي","يجي","يبي يجي",4
"إنه","الحجز","إنه الحجز",4
"المهم","أبي","المهم أبي",4
"اليوم","شلون","اليوم شلون",4
"دراجتين","شنو","دراجتين شنو",4
"لأخوي","عيد","لأخوي عيد",4
"من","أمس","من أمس",4
"أرتب","أموري","أرتب أموري",4
"وسمعت","إنه","وسمعت إنه",4
"أحسن","لو","أحسن لو",4
"خاص","أو","خاص أو",4
"من","الربع","من الربع",4
"لأني","فعلا","لأني فعلا",4
"صار","فيه","صار فيه",4
"شلونك","أنا","شلونك أنا",4
"معاكم","بس","معاكم بس",4
"اليوم","عيد","اليوم عيد",4
"ميزانية","محددة","ميزانية محددة",4
"الانترنت","ضروري","الانترنت ضروري",4
"أخوي","يريد","أخوي يريد",4
"أقدر","أخذ","أقدر أخذ",4
"أطلب","شي","أطلب شي",4
"كان","يبيه","كان يبيه",4
"تساعدوني","بسرعة","تساعدوني بسرعة",4
"عشان","ألحق","عشان ألحق",4
"يبي","وحدة","يبي وحدة",4
"الحال","أبغى","الحال أبغى",4
"ا","في","ا في",4
"في","البيت","في البيت",4
"ما","أواجه","ما أواجه",4
"حق","شغله","حق شغله",4
"حل","ثاني","حل ثاني",4
"اليوم","شنو","اليوم شنو",4
"لي","فلوسي","لي فلوسي",4
"غالي","شوي","غالي شوي",4
"أنا","محتاجها","أنا محتاجها",4
"المغرب","حق","المغرب حق",4
"أدري","إنه","أدري إنه",4
"أشوف","إذا","أشوف إذا",4
"ألو","مرحبا","ألو مرحبا",4
"وعندي","استفسار","وعندي استفسار",4
"عروض","قبل","عروض قبل",4
"ميلاده","وما","ميلاده وما",4
"الإنترنت","اللي","الإنترنت اللي",4
"ا","قبل","ا قبل",4
"البنك","وما","البنك وما",4
"في","فايدة","في فايدة",4
"مسافر","بعد","مسافر بعد",4
"شنو","السالفة","شنو السالفة",4
"بس","الانترنت","بس الانترنت",4
"بصراحة","أول","بصراحة أول",4
"في","حولي","في حولي",4
"عندنا","في","عندنا في",4
"just","want","just want",4
"something","cheap","something cheap",4
"طريقة","ثانية","طريقة ثانية",4
"خبرة","في","خبرة في",4
"يشتغل","عدل","يشتغل عدل",4
"جهاز","إلكتروني","جهاز إلكتروني",4
"من","أسبوع","من أسبوع",4
"ا","أسافر","ا أسافر",4
"سمعت","أن","سمعت أن",4
"من","بنك","من بنك",4
"أشتري","شنطة","أشتري شنطة",4
"عندكم","كيف","عندكم كيف",4
"خاص","للعملاء","خاص للعملاء",4
"ولا","كيف","ولا كيف",4
"خدمة","ممتازة","خدمة ممتازة",4
"تسجيل","الدخول","تسجيل الدخول",4
"أحاول","أسجل","أحاول أسجل",4
"متأكد","من","متأكد من",4
"مناسبة","مهمة","مناسبة مهمة",4
"ما","وصلتني","ما وصلتني",4
"لي","أسبوع","لي أسبوع",4
"أنتظر","وما","أنتظر وما",4
"في","إلغاء","في إلغاء",4
"إلغاء","الطلب","إلغاء الطلب",4
"من","مرة","من مرة",4
"وقت","أنتظر","وقت أنتظر",4
"لي","يومين","لي يومين",4
"أحتاج","أخلص","أحتاج أخلص",4
"أقدر","أدخل","أقدر أدخل",4
"أبغى","أشتري","أبغى أشتري",4
"مرحبا","عندي","مرحبا عندي",4
"اللي","قلت","اللي قلت",4
"وسعره","معقول","وسعره معقول",4
"موجود","اليوم","موجود اليوم",4
"أخوي","اللي","أخوي اللي",4
"حالك","أنا","حالك أنا",4
"أنا","زبونكم","أنا زبونكم",4
"لو","فيه","لو فيه",4
"اللي","يناسبني","اللي يناسبني",4
"أخوي","يبيه","أخوي يبيه",4
"أروح","السوق","أروح السوق",4
"ود","ي","ود ي",4
"الشراء","اليوم","الشراء اليوم",4
"أبغى","أسأل","أبغى أسأل",4
"بس","ترى","بس ترى",4
"وكنت","أبي","وكنت أبي",4
"اللون","الأزرق","اللون الأزرق",4
"سلام","عليكم","سلام عليكم",4
"محتار","بين","محتار بين",4
"المهم","يكون","المهم يكون",4
"السعر","زين","السعر زين",4
"مناسب","ممكن","مناسب ممكن",4
"إنه","يكون","إنه يكون",4
"شي","عندكم","شي عندكم",4
"اليوم","لأنه","اليوم لأنه",4
"بس","لو","بس لو",4
"تكون","رخيصة","تكون رخيصة",4
"يمكن","أحتاج","يمكن أحتاج",4
"أكيد","عندنا","أكيد عندنا",4
"لحفلة","عيد","لحفلة عيد",4
"والله","كيف","والله كيف",4
"وكل","مرة","وكل مرة",4
"أقدر","أضمن","أقدر أضمن",4
"قبل","السفر","قبل السفر",4
"حسابي","البنكي","حسابي البنكي",4
"انحل","الموضوع","انحل الموضوع",4
"كوني","عميل","كوني عميل",4
"حل","جذري","حل جذري",4
"أنا","تو","أنا تو",4
"تو","ي","تو ي",4
"أضمن","إنه","أضمن إنه",4
"كنت","متحمس","كنت متحمس",4
"معاكم","وما","معاكم وما",4
"وما","حد","وما حد",4
"شي","بس","شي بس",4
"لي","خطأ","لي خطأ",4
"حد","يساعدني","حد يساعدني",4
"الشنطة","اللي","الشنطة اللي",4
"وين","ألقى","وين ألقى",4
"في","حد","في حد",4
"الجهاز","ضروري","الجهاز ضروري",4
"في","حسابي","في حسابي",4
"طريقة","واضحة","طريقة واضحة",4
"من","العملاء","من العملاء",4
"فلوسي","ترجع","فلوسي ترجع",4
"وهل","فيه","وهل فيه",4
"بس","خايف","بس خايف",4
"سريع","حق","سريع حق",4
"الفايدة","من","الفايدة من",4
"أتعامل","وياكم","أتعامل وياكم",4
"لازم","تحلون","لازم تحلون",4
"تحلون","الموضوع","تحلون الموضوع",4
"هالشي","يصير","هالشي يصير",4
"عشان","ألغي","عشان ألغي",4
"توقعت","هالمعاملة","توقعت هالمعاملة",4
"كان","المفروض","كان المفروض",4
"الله","يرضى","الله يرضى",4
"يرضى","عليكم","يرضى عليكم",4
"متعود","على","متعود على",4
"جدة","وما","جدة وما",4
"إيه","نعم","إيه نعم",4
"شريت","لابتوب","شريت لابتوب",4
"أخوي","أنا","أخوي أنا",4
"تساعدوني","بأسرع","تساعدوني بأسرع",4
"أقدر","أتحمل","أقدر أتحمل",4
"وأبغى","شي","وأبغى شي",4
"واحد","ثاني","واحد ثاني",4
"في","رسوم","في رسوم",4
"رسوم","إلغاء","رسوم إلغاء",4
"توقعت","هالمشاكل","توقعت هالمشاكل",4
"وما","اشتغل","وما اشتغل",4
"اشتغل","زين","اشتغل زين",4
"أضيع","وقتي","أضيع وقتي",4
"مع","الإدارة","مع الإدارة",4
"تفاصيل","الدفع","تفاصيل الدفع",4
"عشان","أرتب","عشان أرتب",4
"صراحة","ما","صراحة ما",4
"إني","من","إني من",4
"جماعة","أنا","جماعة أنا",4
"ليش","كل","ليش كل",4
"أنا","صراحة","أنا صراحة",4
"مب","متأكد","مب متأكد",4
"وايد","زين","وايد زين",4
"تصير","لي","تصير لي",4
"تحلون","هالمشكلة","تحلون هالمشكلة",4
"معقول","هالتأخير","معقول هالتأخير",4
"حساب","عميل","حساب عميل",4
"اللي","سويتها","اللي سويتها",4
"بس","بغيت","بس بغيت",4
"كنت","أتوقع","كنت أتوقع",4
"آخر","مرة","آخر مرة",4
"مقدما","على","مقدما على",4
"غلط","وأنا","غلط وأنا",4
"اكتشفت","إنه","اكتشفت إنه",4
"توقعت","هالمستوى","توقعت هالمستوى",4
"ترجع","لي","ترجع لي",4
"لي","بسرعة","لي بسرعة",4
"شي","قريب","شي قريب",4
"شي","مو","شي مو",4
"أي","مشكلة","أي مشكلة",4
"أنتظر","ردكم","أنتظر ردكم",4
"كنت","أبي","كنت أبي",4
"شي","للحين","شي للحين",4
"وأول","مرة","وأول مرة",4
"إني","زبون","إني زبون",4
"أفضل","من","أفضل من",4
"ا","وأنا","ا وأنا",4
"يصير","معاي","يصير معاي",4
"اللي","تناسبني","اللي تناسبني",4
"سريع","وإلا","سريع وإلا",4
"يا","ريت","يا ريت",4
"بسرعة","ما","بسرعة ما",4
"أرجع","الفلوس","أرجع الفلوس",4
"شو","تنصحوني","شو تنصحوني",4
"لي","في","لي في",4
"سمعت","في","سمعت في",4
"عشان","أشتري","عشان أشتري",4
"تقريب","ا","تقريب ا",4
"أريد","حل","أريد حل",4
"ابي","اعرف","ابي اعرف",4
"أتمنى","تقدرون","أتمنى تقدرون",4
"ترسلون","لي","ترسلون لي",4
"عليكم","السلام","عليكم السلام",4
"يبيها","لعيد","يبيها لعيد",4
"المغرب","أبي","المغرب أبي",4
"للجمعة","الجاية","للجمعة الجاية",4
"تخفيض","خاص","تخفيض خاص",4
"تخبرني","عن","تخبرني عن",4
"العرض","قبل","العرض قبل",4
"فقط","هل","فقط هل",4
"العروض","المتوفرة","العروض المتوفرة",4
"ممكن","أجي","ممكن أجي",4
"المحل","اليوم","المحل اليوم",4
"اليوم","بعد","اليوم بعد",4
"يشتري","نفس","يشتري نفس",4
"الخيارات","المتاحة","الخيارات المتاحة",4
"يصير","معي","يصير معي",4
"مو","نفس","مو نفس",4
"من","ماركة","من ماركة",4
"ثاني","في","ثاني في",4
"صلالة","بس","صلالة بس",4
"إذا","قررت","إذا قررت",4
"كـ","دايم","كـ دايم",4
"تردوا","علي","تردوا علي",4
"عشان","أضمن","عشان أضمن",4
"الله","خير","الله خير",4
"الحين","مو","الحين مو",4
"ما","تقدرون","ما تقدرون",4
"شي","تكون","شي تكون",4
"مشكلة","كبيرة","مشكلة كبيرة",4
"بياخذ","وقت","بياخذ وقت",4
"وقت","طويل","وقت طويل",4
"يكون","سريع","يكون سريع",4
"لو","تعطوني","لو تعطوني",4
"خدمة","توصيل","خدمة توصيل",4
"جديد","في","جديد في",4
"لحد","الحين","لحد الحين",4
"الحين","أنا","الحين أنا",4
"كنت","أشوف","كنت أشوف",4
"بنت","أخوي","بنت أخوي",4
"ميلاد","لأخوي","ميلاد لأخوي",4
"إذا","اشتريت","إذا اشتريت",4
"اللي","قلتوا","اللي قلتوا",4
"وعنده","عيد","وعنده عيد",4
"خبروني","إذا","خبروني إذا",4
"خاص","لو","خاص لو",4
"اشتريت","قبل","اشتريت قبل",4
"أحتاجها","ضروري","أحتاجها ضروري",4
"صار","عندي","صار عندي",4
"أخوي","هو","أخوي هو",4
"لأن","ودي","لأن ودي",4
"ولد","أخوي","ولد أخوي",4
"توفرونها","لي","توفرونها لي",4
"ما","ودي","ما ودي",4
"إنه","مو","إنه مو",4
"الحين","عشان","الحين عشان",4
"ميلاد","اليوم","ميلاد اليوم",4
"خاصة","إذا","خاصة إذا",4
"طلبت","قبل","طلبت قبل",4
"ممكن","أتواصل","ممكن أتواصل",4
"حق","دايم","حق دايم",4
"العرض","حق","العرض حق",4
"بس","أو","بس أو",4
"ليت","لو","ليت لو",4
"على","كل","على كل",4
"المغرب","أقدر","المغرب أقدر",4
"لأخوي","بس","لأخوي بس",4
"أخذت","قطعتين","أخذت قطعتين",4
"ثاني","شنو","ثاني شنو",4
"الحين","لأن","الحين لأن",4
"متى","أقدر","متى أقدر",4
"ودي","بشي","ودي بشي",4
"أحتاج","أقرر","أحتاج أقرر",4
"اليوم","عندكم","اليوم عندكم",4
"تعطيني","تفاصيل","تعطيني تفاصيل",4
"اليوم","سمعت","اليوم سمعت",4
"انا","عميل","انا عميل",4
"فهل","في","فهل في",4
"خصومات","حلوة","خصومات حلوة",4
"لو","أخذنا","لو أخذنا",4
"يبي","عطر","يبي عطر",4
"ممكن","أسأل","ممكن أسأل",4
"متأكد","بعد","متأكد بعد",4
"تخفيضات","قبل","تخفيضات قبل",4
"زين","زين","زين زين",4
"فقط","قبل","فقط قبل",4
"خاصة","للـ","خاصة للـ",4
"للـ","عميل","للـ عميل",4
"العطر","قبل","العطر قبل",4
"شي","ممكن","شي ممكن",4
"فخم","بس","فخم بس",4
"على","خصم","على خصم",4
"دايم","وأبي","دايم وأبي",4
"كان","عندكم","كان عندكم",4
"عندكم","اقتراحات","عندكم اقتراحات",4
"عن","الأسعار","عن الأسعار",4
"قال","يبغى","قال يبغى",4
"طيب","ممكن","طيب ممكن",4
"حلو","شنو","حلو شنو",4
"أخلص","قبل","أخلص قبل",4
"بنفس","الوقت","بنفس الوقت",4
"الخميس","الجاي","الخميس الجاي",4
"إذا","خذيت","إذا خذيت",4
"عن","شي","عن شي",4
"مميز","بس","مميز بس",4
"تعطوني","فكرة","تعطوني فكرة",4
"أحتاج","ألغي","أحتاج ألغي",4
"ألغي","قبل","ألغي قبل",4
"ألغى","طلبي","ألغى طلبي",4
"ما","أحتاجه","ما أحتاجه",4
"policy","لو","policy لو",4
"سمعت","عنكم","سمعت عنكم",4
"عن","التخفيضات","عن التخفيضات",4
"موجود","في","موجود في",4
"ما","لقيته","ما لقيته",4
"والله","سمعت","والله سمعت",4
"شنو","المنتجات","شنو المنتجات",4
"لقيت","اللي","لقيت اللي",4
"ياليت","تخبروني","ياليت تخبروني",4
"كريم","أساس","كريم أساس",4
"اليديدة","اللي","اليديدة اللي",4
"منتج","معين","منتج معين",4
"شفته","في","شفته في",4
"ما","عجبتني","ما عجبتني",4
"لقيتها","في","لقيتها في",4
"تقدرون","تقولون","تقدرون تقولون",4
"في","منتجات","في منتجات",4
"سمعت","ان","سمعت ان",4
"اللي","أبيه","اللي أبيه",4
"متوفر","قبل","متوفر قبل",4
"في","فرع","في فرع",4
"حصلته","في","حصلته في",4
"يكون","مميز","يكون مميز",4
"من","ظفار","من ظفار",4
"بس","ابي","بس ابي",4
"تقدرون","توفرونه","تقدرون توفرونه",4
"شلونكم","انا","شلونكم انا",4
"يخلص","اليوم","يخلص اليوم",4
"أعرف","اذا","أعرف اذا",4
"اذا","فيه","اذا فيه",4
"فيه","توصيل","فيه توصيل",4
"حصلت","اللي","حصلت اللي",4
"مناسب","ما","مناسب ما",4
"معاكم","وسمعت","معاكم وسمعت",4
"أفضل","خدمة","أفضل خدمة",4
"وما","أبي","وما أبي",4
"ألغيه","قبل","ألغيه قبل",4
"بس","شفت","بس شفت",4
"شكرا","مقدما","شكرا مقدما",4
"طلبي","حق","طلبي حق",4
"عندكم","الأسبوع","عندكم الأسبوع",4
"طلبت","عطر","طلبت عطر",4
"عطر","منكم","عطر منكم",4
"أصلا","أخوي","أصلا أخوي",4
"بالمناسبة","شنو","بالمناسبة شنو",4
"طلبته","اليوم","طلبته اليوم",4
"أتمنى","يكون","أتمنى يكون",4
"أسمع","منكم","أسمع منكم",4
"ممكن","ألغي","ممكن ألغي",4
"الشوز","اللي","الشوز اللي",4
"اليوم","الصبح","اليوم الصبح",4
"طلبت","شي","طلبت شي",4
"لحد","الجمعة","لحد الجمعة",4
"سمحت","ممكن","سمحت ممكن",4
"إذا","قدرتوا","إذا قدرتوا",4
"عن","availability","عن availability",4
"لكن","الحين","لكن الحين",4
"مناسب","بس","مناسب بس",4
"تكون","متوفرة","تكون متوفرة",4
"بس","تأكد","بس تأكد",4
"take","لأن","take لأن",4
"محتاج","أخلص","محتاج أخلص",4
"لأنه","ضروري","لأنه ضروري",4
"منكم","وعندي","منكم وعندي",4
"وحدة","ثانية","وحدة ثانية",4
"شغلي","قبل","شغلي قبل",4
"فندق","في","فندق في",4
"أرجعها","قبل","أرجعها قبل",4
"من","حالة","من حالة",4
"اشتريت","دراجة","اشتريت دراجة",4
"سمعت","عنها","سمعت عنها",4
"عروض","الفنادق","عروض الفنادق",4
"من","سوق","من سوق",4
"توصل","اليوم","توصل اليوم",4
"المحرق","وأبي","المحرق وأبي",3
"زين","شلون","زين شلون",3
"تسوون","عروض","تسوون عروض",3
"أحتاج","حاجة","أحتاج حاجة",3
"بس","تكون","بس تكون",3
"الجديدة","قبل","الجديدة قبل",3
"الإنترنت","اليوم","الإنترنت اليوم",3
"لازم","أخلصها","لازم أخلصها",3
"now","لأن","now لأن",3
"لازم","يصير","لازم يصير",3
"شي","لازم","شي لازم",3
"إنكم","الأفضل","إنكم الأفضل",3
"أراجع","البنك","أراجع البنك",3
"ما","أتأخر","ما أتأخر",3
"customer","وأبغي","customer وأبغي",3
"أحسن","للإنترنت","أحسن للإنترنت",3
"شغل","وما","شغل وما",3
"أو","عرض","أو عرض",3
"دايم","وأبغى","دايم وأبغى",3
"استفسار","شنو","استفسار شنو",3
"تساعدني","فيها","تساعدني فيها",3
"لو","أقدر","لو أقدر",3
"للـ","دايم","للـ دايم",3
"ا","خدماتكم","ا خدماتكم",3
"خدماتكم","ممتازة","خدماتكم ممتازة",3
"الوضع","مو","الوضع مو",3
"ممكن","توفرونه","ممكن توفرونه",3
"قبل","أسبوعين","قبل أسبوعين",3
"محتاج","أعرف","محتاج أعرف",3
"شنو","ممكن","شنو ممكن",3
"مهم","جدا","مهم جدا",3
"من","صاحبي","من صاحبي",3
"سريع","شنو","سريع شنو",3
"ترى","عندي","ترى عندي",3
"بعد","كم","بعد كم",3
"حتى","لو","حتى لو",3
"بس","عشان","بس عشان",3
"عندكم","على","عندكم على",3
"خصومات","قبل","خصومات قبل",3
"صحيح","هالكلام","صحيح هالكلام",3
"مر","ة","مر ة",3
"الحين","هل","الحين هل",3
"فيه","انقطاع","فيه انقطاع",3
"انقطاع","في","انقطاع في",3
"أرتب","الأمور","أرتب الأمور",3
"الأمور","قبل","الأمور قبل",3
"أتمنى","ما","أتمنى ما",3
"مع","الحجز","مع الحجز",3
"أهم","شيء","أهم شيء",3
"مناسب","وما","مناسب وما",3
"شغل","ضروري","شغل ضروري",3
"wants","to","wants to",3
"دراجة","منكم","دراجة منكم",3
"الخدمة","اليوم","الخدمة اليوم",3
"مع","أخوي","مع أخوي",3
"لمناسبة","عيد","لمناسبة عيد",3
"ممكن","شنو","ممكن شنو",3
"وواجهت","مشكلة","وواجهت مشكلة",3
"في","الاتصال","في الاتصال",3
"محتاج","أتأكد","محتاج أتأكد",3
"من","الوضع","من الوضع",3
"الوضع","قبل","الوضع قبل",3
"عندي","حجز","عندي حجز",3
"المشكلة","في","المشكلة في",3
"محتاج","الخدمة","محتاج الخدمة",3
"يعني","هل","يعني هل",3
"take","واحد","take واحد",3
"أجي","اليوم","أجي اليوم",3
"الانترنت","عندي","الانترنت عندي",3
"أي","تحديثات","أي تحديثات",3
"البنك","عندكم","البنك عندكم",3
"في","أمل","في أمل",3
"المشكلة","قريب","المشكلة قريب",3
"ترجع","الخدمة","ترجع الخدمة",3
"ممكن","تسوي","ممكن تسوي",3
"تسوي","لي","تسوي لي",3
"وأدور","شي","وأدور شي",3
"خيارات","ثانية","خيارات ثانية",3
"ثانية","اليوم","ثانية اليوم",3
"ألو","السلام","ألو السلام",3
"الحجز","في","الحجز في",3
"يقولون","لي","يقولون لي",3
"اليوم","لازم","اليوم لازم",3
"البنك","بس","البنك بس",3
"الوضع","اليوم","الوضع اليوم",3
"السعر","شوي","السعر شوي",3
"تخبروني","عشان","تخبروني عشان",3
"أعرف","لو","أعرف لو",3
"يشتغل","من","يشتغل من",3
"إن","كل","إن كل",3
"خصومات","اليوم","خصومات اليوم",3
"فقط","أو","فقط أو",3
"يمكن","أشتري","يمكن أشتري",3
"أكثر","إذا","أكثر إذا",3
"فعلا","محتاج","فعلا محتاج",3
"تكون","عندي","تكون عندي",3
"مع","النت","مع النت",3
"الدراجة","ما","الدراجة ما",3
"صحيح","الكلام","صحيح الكلام",3
"رخيص","مو","رخيص مو",3
"take","وحدة","take وحدة",3
"يصير","جذي","يصير جذي",3
"محتاج","حل","محتاج حل",3
"لين","ما","لين ما",3
"نخلص","الموضوع","نخلص الموضوع",3
"الجاي","ممكن","الجاي ممكن",3
"هالشي","قبل","هالشي قبل",3
"ميلاد","بنتي","ميلاد بنتي",3
"أعتمد","على","أعتمد على",3
"أخوي","تقدرون","أخوي تقدرون",3
"تقدرون","توصلونها","تقدرون توصلونها",3
"توصلونها","قبل","توصلونها قبل",3
"توقعت","هالخدمة","توقعت هالخدمة",3
"من","دبي","من دبي",3
"مشكلة","بخصوص","مشكلة بخصوص",3
"رخيص","إذا","رخيص إذا",3
"ما","قدرت","ما قدرت",3
"و","أبي","و أبي",3
"شوي","في","شوي في",3
"بسعر","زين","بسعر زين",3
"عروض","حاليا","عروض حاليا",3
"وعندي","مشكلة","وعندي مشكلة",3
"birthday","next","birthday next",3
"من","الصبح","من الصبح",3
"محتاجها","اليوم","محتاجها اليوم",3
"for","the","for the",3
"من","الشباب","من الشباب",3
"خبروني","لأني","خبروني لأني",3
"هالنوع","من","هالنوع من",3
"ما","رجع","ما رجع",3
"الجاي","وما","الجاي وما",3
"مشاكل","مع","مشاكل مع",3
"بس","أحس","بس أحس",3
"محتاجها","قبل","محتاجها قبل",3
"إنه","اليوم","إنه اليوم",3
"محتاج","أقرر","محتاج أقرر",3
"أخلص","اليوم","أخلص اليوم",3
"شي","أقدر","شي أقدر",3
"ممكن","نحصل","ممكن نحصل",3
"محتاجها","حق","محتاجها حق",3
"ثاني","بس","ثاني بس",3
"اليوم","هو","اليوم هو",3
"اللي","أقدر","اللي أقدر",3
"الرد","بأسرع","الرد بأسرع",3
"في","عيد","في عيد",3
"ودي","أتأخر","ودي أتأخر",3
"ميلاد","شنو","ميلاد شنو",3
"take","services","take services",3
"الخدمة","عندكم","الخدمة عندكم",3
"له","يومين","له يومين",3
"customer","في","customer في",3
"ممكن","أبغي","ممكن أبغي",3
"أبغي","حد","أبغي حد",3
"المحرق","وسمعت","المحرق وسمعت",3
"حق","عميل","حق عميل",3
"كنت","بحجز","كنت بحجز",3
"لي","إنكم","لي إنكم",3
"خصوصا","أني","خصوصا أني",3
"لأخوي","قبل","لأخوي قبل",3
"قبل","عيد","قبل عيد",3
"اللي","بيكون","اللي بيكون",3
"إنكم","دايم","إنكم دايم",3
"تواصلت","معاكم","تواصلت معاكم",3
"يساعدني","في","يساعدني في",3
"متى","بتنحل","متى بتنحل",3
"يومين","ما","يومين ما",3
"المغرب","كان","المغرب كان",3
"إذا","المشكلة","إذا المشكلة",3
"for","this","for this",3
"لأنه","عندي","لأنه عندي",3
"أنا","أخوي","أنا أخوي",3
"وحده","لي","وحده لي",3
"لي","ووحده","لي ووحده",3
"بس","انا","بس انا",3
"شلون","الطريقة","شلون الطريقة",3
"هلا","أنا","هلا أنا",3
"تساعدوني","أو","تساعدوني أو",3
"معاكم","خالد","معاكم خالد",3
"خالد","من","خالد من",3
"فترة","ما","فترة ما",3
"المشكلة","من","المشكلة من",3
"ولا","من","ولا من",3
"أقدر","أسويها","أقدر أسويها",3
"المبلغ","يرجع","المبلغ يرجع",3
"بسرعة","عندي","بسرعة عندي",3
"وأحتاج","مساعدتكم","وأحتاج مساعدتكم",3
"سمحتوا","لأن","سمحتوا لأن",3
"شوي","يفصل","شوي يفصل",3
"ما","قصرتوا","ما قصرتوا",3
"يومين","بس","يومين بس",3
"كنت","حاجز","كنت حاجز",3
"حاجز","رحلة","حاجز رحلة",3
"لي","مشكلة","لي مشكلة",3
"من","خلال","من خلال",3
"سريع","في","سريع في",3
"فلوسي","بسرعة","فلوسي بسرعة",3
"لأني","محتاجها","لأني محتاجها",3
"لكم","على","لكم على",3
"عن","طريقة","عن طريقة",3
"أضمن","إنها","أضمن إنها",3
"أي","رسوم","أي رسوم",3
"رسوم","إضافية","رسوم إضافية",3
"في","تسجيل","في تسجيل",3
"من","تلفوني","من تلفوني",3
"أسجل","الدخول","أسجل الدخول",3
"صراحة","الوضع","صراحة الوضع",3
"عندي","رحلة","عندي رحلة",3
"تأكيد","الدفع","تأكيد الدفع",3
"رحلة","قريب","رحلة قريب",3
"مساعدة","في","مساعدة في",3
"هذا","ما","هذا ما",3
"المفروض","يوصلني","المفروض يوصلني",3
"أسبوع","وما","أسبوع وما",3
"أنتظر","أكثر","أنتظر أكثر",3
"الحين","شنو","الحين شنو",3
"لسه","ما","لسه ما",3
"يكون","أسرع","يكون أسرع",3
"الحجز","اليوم","الحجز اليوم",3
"طلبت","خدمة","طلبت خدمة",3
"من","البيت","من البيت",3
"أحد","يتواصل","أحد يتواصل",3
"جربت","كل","جربت كل",3
"بدون","فايدة","بدون فايدة",3
"ممكن","ترسلون","ممكن ترسلون",3
"للأسف","ما","للأسف ما",3
"الوضع","صار","الوضع صار",3
"حل","المشكلة","حل المشكلة",3
"إن","كلمة","إن كلمة",3
"المرور","غلط","المرور غلط",3
"أشتري","بعض","أشتري بعض",3
"وقت","وايد","وقت وايد",3
"بس","أبيه","بس أبيه",3
"أحتاجه","اليوم","أحتاجه اليوم",3
"ردوا","علي","ردوا علي",3
"لأنه","لازم","لأنه لازم",3
"هلا","عندكم","هلا عندكم",3
"الثلاجة","اللي","الثلاجة اللي",3
"عنها","قبل","عنها قبل",3
"عن","منتجات","عن منتجات",3
"الفرق","بينهم","الفرق بينهم",3
"كم","the","كم the",3
"أخوي","يقول","أخوي يقول",3
"بنت","أختي","بنت أختي",3
"ممكن","أتأكد","ممكن أتأكد",3
"مرحبا","ممكن","مرحبا ممكن",3
"كنت","أبغي","كنت أبغي",3
"المغرب","شنو","المغرب شنو",3
"عندكم","ألعاب","عندكم ألعاب",3
"الخيارات","اللي","الخيارات اللي",3
"نقدر","نرتب","نقدر نرتب",3
"دايم","بس","دايم بس",3
"عن","توفر","عن توفر",3
"أحتاج","هدية","أحتاج هدية",3
"من","واحد","من واحد",3
"أحتاج","وحدة","أحتاج وحدة",3
"حذاء","رياضي","حذاء رياضي",3
"بصراحة","دايم","بصراحة دايم",3
"رخيص","لكن","رخيص لكن",3
"هذا","الأسبوع","هذا الأسبوع",3
"اسأل","عن","اسأل عن",3
"ما","حصلتها","ما حصلتها",3
"حصلتها","في","حصلتها في",3
"موجودة","على","موجودة على",3
"شي","لعيد","شي لعيد",3
"الألوان","والأحجام","الألوان والأحجام",3
"خاص","بس","خاص بس",3
"أخوي","يبغاها","أخوي يبغاها",3
"يكون","السعر","يكون السعر",3
