first_word,second_word,bigram,count
"ولا","بيكون","ولا بيكون",3
"العرض","مستمر","العرض مستمر",3
"ترى","إذا","ترى إذا",3
"هلا","أخوي","هلا أخوي",3
"أقدر","أقرر","أقدر أقرر",3
"عندكم","حق","عندكم حق",3
"وما","لقيتها","وما لقيتها",3
"لقيتها","عندكم","لقيتها عندكم",3
"ممكن","تقولي","ممكن تقولي",3
"حصلت","شي","حصلت شي",3
"اليوم","خبرني","اليوم خبرني",3
"خبرني","عشان","خبرني عشان",3
"تدور","عليه","تدور عليه",3
"أحتاج","لعبة","أحتاج لعبة",3
"لعبة","هدية","لعبة هدية",3
"يكون","سعرها","يكون سعرها",3
"اشتريت","لعبة","اشتريت لعبة",3
"أنا","محتار","أنا محتار",3
"العرض","بس","العرض بس",3
"take","في","take في",3
"حق","العملاء","حق العملاء",3
"اللي","مع","اللي مع",3
"شلون","أدفع","شلون أدفع",3
"شي","غلط","شي غلط",3
"لا","أسافر","لا أسافر",3
"دخول","من","دخول من",3
"المفروض","ما","المفروض ما",3
"يصير","هالمشاكل","يصير هالمشاكل",3
"لازم","أخلصه","لازم أخلصه",3
"أضطر","أغير","أضطر أغير",3
"في","مطار","في مطار",3
"أقدر","أستخدمه","أقدر أستخدمه",3
"سفر","من","سفر من",3
"شلون","أتعامل","شلون أتعامل",3
"وأنا","بعد","وأنا بعد",3
"كل","هذا","كل هذا",3
"لقيت","حل","لقيت حل",3
"من","وين","من وين",3
"في","بنك","في بنك",3
"حل","فوري","حل فوري",3
"الحال","انا","الحال انا",3
"انا","طلبت","انا طلبت",3
"محتاج","الجهاز","محتاج الجهاز",3
"وأنا","عندي","وأنا عندي",3
"بسرعة","لازم","بسرعة لازم",3
"ي","شاري","ي شاري",3
"وقتي","على","وقتي على",3
"منكم","و","منكم و",3
"سفر","قريب","سفر قريب",3
"قريب","واحتاج","قريب واحتاج",3
"لا","أطلع","لا أطلع",3
"يصير","هالتأخير","يصير هالتأخير",3
"هالتأخير","في","هالتأخير في",3
"الدعم","وما","الدعم وما",3
"لي","جهاز","لي جهاز",3
"كنت","ناوي","كنت ناوي",3
"وقت","حق","وقت حق",3
"وما","عارف","وما عارف",3
"عارف","شلون","عارف شلون",3
"بس","دايم","بس دايم",3
"شفتها","عندكم","شفتها عندكم",3
"اللي","مو","اللي مو",3
"أطلب","شنطة","أطلب شنطة",3
"إذا","لازم","إذا لازم",3
"في","السوق","في السوق",3
"دبي","مول","دبي مول",3
"من","الكويت","من الكويت",3
"العملاء","وما","العملاء وما",3
"توقعت","الخدمة","توقعت الخدمة",3
"يوصلني","في","يوصلني في",3
"أحتاج","الجهاز","أحتاج الجهاز",3
"علي","من","علي من",3
"وخصوص","ا","وخصوص ا",3
"أضطر","أعيد","أضطر أعيد",3
"مرة","بس","مرة بس",3
"أحل","المشكلة","أحل المشكلة",3
"بس","حبيت","بس حبيت",3
"حبيت","أعرف","حبيت أعرف",3
"شي","أفضل","شي أفضل",3
"كعميل","دايم","كعميل دايم",3
"فيه","خيار","فيه خيار",3
"البطاقة","الائتمانية","البطاقة الائتمانية",3
"أحاول","أخلص","أحاول أخلص",3
"أخلص","الدفع","أخلص الدفع",3
"إيش","الفايدة","إيش الفايدة",3
"وللحين","ما","وللحين ما",3
"الموظف","قال","الموظف قال",3
"المفروض","تكون","المفروض تكون",3
"بسعر","خاص","بسعر خاص",3
"في","خطأ","في خطأ",3
"عشان","كذا","عشان كذا",3
"شوفوا","لي","شوفوا لي",3
"إني","ما","إني ما",3
"طلبتها","من","طلبتها من",3
"اشتريته","منكم","اشتريته منكم",3
"فيه","خلل","فيه خلل",3
"عن","الخدمة","عن الخدمة",3
"يعلق","وما","يعلق وما",3
"ناوي","أستخدمه","ناوي أستخدمه",3
"لكم","تعاونكم","لكم تعاونكم",3
"جديد","بس","جديد بس",3
"مو","مثل","مو مثل",3
"على","الكمبيوتر","على الكمبيوتر",3
"عندكم","وكنت","عندكم وكنت",3
"وكنت","متحمس","وكنت متحمس",3
"كان","من","كان من",3
"أو","أي","أو أي",3
"في","المستقبل","في المستقبل",3
"هذا","مو","هذا مو",3
"لازم","أكنسل","لازم أكنسل",3
"مو","قادر","مو قادر",3
"أحاول","أسوي","أحاول أسوي",3
"فيه","خطأ","فيه خطأ",3
"ما","زبط","ما زبط",3
"تلفون","من","تلفون من",3
"على","هالسوالف","على هالسوالف",3
"شريته","منكم","شريته منكم",3
"أول","يوم","أول يوم",3
"لابتوب","لأول","لابتوب لأول",3
"قادر","أدخل","قادر أدخل",3
"أنا","لازم","أنا لازم",3
"من","فرع","من فرع",3
"فرع","الريان","فرع الريان",3
"أكيد","أنا","أكيد أنا",3
"بس","الظاهر","بس الظاهر",3
"ممكن","أسترجع","ممكن أسترجع",3
"شكرا","أقدر","شكرا أقدر",3
"تعاونكم","الدائم","تعاونكم الدائم",3
"وما","قادر","وما قادر",3
"عن","الدفع","عن الدفع",3
"دايم","ممكن","دايم ممكن",3
"ولا","فيه","ولا فيه",3
"ومحتاج","أعرف","ومحتاج أعرف",3
"أحتاج","مساعدة","أحتاج مساعدة",3
"لي","هالمشكلة","لي هالمشكلة",3
"يعتمد","على","يعتمد على",3
"هالمشكلة","بسرعة","هالمشكلة بسرعة",3
"على","الإلغاء","على الإلغاء",3
"لو","تساعدوني","لو تساعدوني",3
"إن","العملية","إن العملية",3
"أستفيد","منها","أستفيد منها",3
"أنا","توني","أنا توني",3
"توني","شاري","توني شاري",3
"منكم","أول","منكم أول",3
"يومين","وما","يومين وما",3
"مع","الجهاز","مع الجهاز",3
"أبي","أشتري","أبي أشتري",3
"أشتري","تلفون","أشتري تلفون",3
"ما","فاهم","ما فاهم",3
"السفر","بس","السفر بس",3
"ومو","عارف","ومو عارف",3
"تساعدوني","ألقى","تساعدوني ألقى",3
"بيكون","فيه","بيكون فيه",3
"فيه","تأخير","فيه تأخير",3
"مرحبا","أنا","مرحبا أنا",3
"تقدرون","توضحون","تقدرون توضحون",3
"لأنه","ما","لأنه ما",3
"بالرياض","وما","بالرياض وما",3
"أنتظر","زيادة","أنتظر زيادة",3
"مع","المدير","مع المدير",3
"الوضع","ما","الوضع ما",3
"أنا","جديد","أنا جديد",3
"الخدمة","الممتازة","الخدمة الممتازة",3
"أعرف","إيش","أعرف إيش",3
"ف","صلالة","ف صلالة",3
"استرجاع","كامل","استرجاع كامل",3
"أتوقع","خدمة","أتوقع خدمة",3
"طلبت","شنط","طلبت شنط",3
"يصير","لي","يصير لي",3
"الموقع","قبل","الموقع قبل",3
"ريت","لو","ريت لو",3
"شنطة","بس","شنطة بس",3
"فاهم","شلون","فاهم شلون",3
"شلون","أطلب","شلون أطلب",3
"إن","الأمور","إن الأمور",3
"ومو","فاهم","ومو فاهم",3
"أختار","اللي","أختار اللي",3
"ما","أفهم","ما أفهم",3
"أفهم","كيف","أفهم كيف",3
"تطلع","لي","تطلع لي",3
"خطوة","بخطوة","خطوة بخطوة",3
"ما","جربت","ما جربت",3
"ا","إذا","ا إذا",3
"حق","أهل","حق أهل",3
"الله","يعطيكم","الله يعطيكم",3
"حد","يشرح","حد يشرح",3
"جواب","واضح","جواب واضح",3
"زينة","و","زينة و",3
"و","الحين","و الحين",3
"ما","عارف","ما عارف",3
"توني","شفت","توني شفت",3
"وابي","شي","وابي شي",3
"بس","لأن","بس لأن",3
"ممكن","أستلمهم","ممكن أستلمهم",3
"لونه","أسود","لونه أسود",3
"اللعبة","اللي","اللعبة اللي",3
"بس","طلعت","بس طلعت",3
"كان","يبيها","كان يبيها",3
"و","ما","و ما",3
"تقدرون","تحلون","تقدرون تحلون",3
"المشكلة","right","المشكلة right",3
"المشكلة","بالضبط","المشكلة بالضبط",3
"ممكن","أخوي","ممكن أخوي",3
"يعني","بصراحة","يعني بصراحة",3
"take","pieces","take pieces",3
"شو","عندكم","شو عندكم",3
"لي","على","لي على",3
"أشتري","وأبي","أشتري وأبي",3
"فيه","هدية","فيه هدية",3
"عن","الألوان","عن الألوان",3
"حاجة","تكون","حاجة تكون",3
"take","أحتاج","take أحتاج",3
"عندكم","أنا","عندكم أنا",3
"كان","ممتاز","كان ممتاز",3
"شنو","السبب","شنو السبب",3
"السبب","إن","السبب إن",3
"now","ما","now ما",3
"شنهو","عندكم","شنهو عندكم",3
"ممكن","شي","ممكن شي",3
"نفس","النوع","نفس النوع",3
"خصومات","أو","خصومات أو",3
"عندكم","لأني","عندكم لأني",3
"القرار","قبل","القرار قبل",3
"في","الوقت","في الوقت",3
"جم","يوم","جم يوم",3
"شيء","مو","شيء مو",3
"ميلاد","ودي","ميلاد ودي",3
"لكن","هالمرة","لكن هالمرة",3
"المنتجين","اللي","المنتجين اللي",3
"إذا","المنتج","إذا المنتج",3
"تساعدوني","بهالموضوع","تساعدوني بهالموضوع",3
"أخي","يبغى","أخي يبغى",3
"أسافر","وأحتاج","أسافر وأحتاج",3
"في","الطلب","في الطلب",3
"أتواصل","معكم","أتواصل معكم",3
"تساعدوني","كيف","تساعدوني كيف",3
"عندي","فكرة","عندي فكرة",3
"فكرة","كيف","فكرة كيف",3
"توقعت","هالتأخير","توقعت هالتأخير",3
"معكم","وكنت","معكم وكنت",3
"ومو","متأكد","ومو متأكد",3
"في","الإلغاء","في الإلغاء",3
"يروح","علي","يروح علي",3
"إنكم","توفرون","إنكم توفرون",3
"أحتاج","شنطة","أحتاج شنطة",3
"دايم","زبون","دايم زبون",3
"من","الشنط","من الشنط",3
"التوصيل","بيكون","التوصيل بيكون",3
"كثير","عن","كثير عن",3
"عن","منتجاتكم","عن منتجاتكم",3
"طيب","وهل","طيب وهل",3
"إذا","احتجت","إذا احتجت",3
"متأكد","إنه","متأكد إنه",3
"ما","تحلون","ما تحلون",3
"وأنا","دايم","وأنا دايم",3
"بدون","مشاكل","بدون مشاكل",3
"من","أسبوعين","من أسبوعين",3
"شلون","ممكن","شلون ممكن",3
"مرة","من","مرة من",3
"عارف","كيف","عارف كيف",3
"بس","المشكلة","بس المشكلة",3
"دايم","أشتري","دايم أشتري",3
"حالي","ا","حالي ا",3
"إنكم","مسوين","إنكم مسوين",3
"حاولت","أتواصل","حاولت أتواصل",3
"بس","حصلت","بس حصلت",3
"أرخص","في","أرخص في",3
"منكم","دايم","منكم دايم",3
"من","السعر","من السعر",3
"فيه","خدمة","فيه خدمة",3
"لازم","أطلب","لازم أطلب",3
"اشتريت","لابتوب","اشتريت لابتوب",3
"ممكن","أرجع","ممكن أرجع",3
"أرجع","المبلغ","أرجع المبلغ",3
"أروح","البنك","أروح البنك",3
"على","الحجز","على الحجز",3
"عن","اللي","عن اللي",3
"اللي","ما","اللي ما",3
"ممتاز","بس","ممتاز بس",3
"لأني","مو","لأني مو",3
"مسقط","وما","مسقط وما",3
"فيه","رسوم","فيه رسوم",3
"والله","أول","والله أول",3
"أسوي","تحويل","أسوي تحويل",3
"وأنا","عميل","وأنا عميل",3
"ترى","ما","ترى ما",3
"من","صلالة","من صلالة",3
"فيه","اهتمام","فيه اهتمام",3
"عندكم","أتمنى","عندكم أتمنى",3
"أبي","أشوف","أبي أشوف",3
"خدمة","زينة","خدمة زينة",3
"جديد","نزل","جديد نزل",3
"عندكم","معلومات","عندكم معلومات",3
"موجود","بس","موجود بس",3
"الله","يسلمك","الله يسلمك",3
"أستلمها","من","أستلمها من",3
"جزاكم","الله","جزاكم الله",3
"العملاء","بس","العملاء بس",3
"صح","هالكلام","صح هالكلام",3
"أوكي","بس","أوكي بس",3
"يرجع","المبلغ","يرجع المبلغ",3
"توصلونها","لي","توصلونها لي",3
"كيف","أبدأ","كيف أبدأ",3
"بصراحة","محتار","بصراحة محتار",3
"كان","ممكن","كان ممكن",3
"بهالموضوع","اليوم","بهالموضوع اليوم",3
"أغير","البنك","أغير البنك",3
"إن","التوصيل","إن التوصيل",3
"الموضوع","بأسرع","الموضوع بأسرع",3
"وأبغي","ألغي","وأبغي ألغي",3
"عنكم","كلام","عنكم كلام",3
"كلام","طيب","كلام طيب",3
"تساعدني","في","تساعدني في",3
"ليش","دايم","ليش دايم",3
"مب","معقول","مب معقول",3
"من","فرعكم","من فرعكم",3
"عندكم","ومحتاج","عندكم ومحتاج",3
"في","الكويت","في الكويت",3
"معاكم","في","معاكم في",3
"وما","كان","وما كان",3
"عندكم","و","عندكم و",3
"صار","لها","صار لها",3
"أعتمد","عليكم","أعتمد عليكم",3
"من","الصباح","من الصباح",3
"عن","الأنواع","عن الأنواع",3
"ولا","ممكن","ولا ممكن",3
"الصراحة","ما","الصراحة ما",3
"معقول","شنو","معقول شنو",3
"الله","يعطيك","الله يعطيك",3
"اشتريت","اليوم","اشتريت اليوم",3
"السعر","يكون","السعر يكون",3
"تقدر","تحصل","تقدر تحصل",3
"قريب","وابي","قريب وابي",3
"عندي","عزيمة","عندي عزيمة",3
"رخيص","لأنه","رخيص لأنه",3
"ممكن","توصلونها","ممكن توصلونها",3
"أخوي","عيد","أخوي عيد",3
"يمكن","أخوي","يمكن أخوي",3
"وأحتاج","مساعدة","وأحتاج مساعدة",3
"ممكن","أحتاج","ممكن أحتاج",3
"بكرة","بعد","بكرة بعد",3
"هو","يبغى","هو يبغى",3
"لأني","أفكر","لأني أفكر",3
"يجزاكم","خير","يجزاكم خير",3
"في","الموضوع","في الموضوع",3
"لي","كـ","لي كـ",3
"الله","يخليك","الله يخليك",3
"شنو","الoptions","شنو الoptions",3
"هذا","الشيء","هذا الشيء",3
"شريت","من","شريت من",3
"عندكم","فيه","عندكم فيه",3
"هذا","العرض","هذا العرض",3
"كان","عليه","كان عليه",3
"بس","محتار","بس محتار",3
"شنو","الأفضل","شنو الأفضل",3
"أطلبها","الحين","أطلبها الحين",3
"take","عندي","take عندي",3
"عندي","خصم","عندي خصم",3
"يعرف","إذا","يعرف إذا",3
"وكنت","أبغى","وكنت أبغى",3
"ممكن","أرجعه","ممكن أرجعه",3
"محتاج","الرد","محتاج الرد",3
"عشان","أكون","عشان أكون",3
"إذا","موجود","إذا موجود",3
"لو","تكرمت","لو تكرمت",3
"دايم","هل","دايم هل",3
"شكرا","لكم","شكرا لكم",3
"أحتاج","أتأكد","أحتاج أتأكد",3
"take","أبغى","take أبغى",3
"قبل","اليوم","قبل اليوم",3
"محتاجها","ضروري","محتاجها ضروري",3
"أجيكم","قبل","أجيكم قبل",3
"كهدية","لعيد","كهدية لعيد",3
"وما","أبغى","وما أبغى",3
"العروض","قبل","العروض قبل",3
"شيء","يناسب","شيء يناسب",3
"بس","صحيح","بس صحيح",3
"ما","يسكر","ما يسكر",3
"قطعتين","شنو","قطعتين شنو",3
"وش","تنصحوني","وش تنصحوني",3
"ما","أطلع","ما أطلع",3
"أطلع","من","أطلع من",3
"جديدة","بس","جديدة بس",3
"عندكم","نعل","عندكم نعل",3
"لأني","محتاجة","لأني محتاجة",3
"محتاجة","شي","محتاجة شي",3
"وعندي","مناسبة","وعندي مناسبة",3
"now","لأني","now لأني",3
"أبا","شي","أبا شي",3
"أنا","أبي","أنا أبي",3
"يعني","أقدر","يعني أقدر",3
"أي","عرض","أي عرض",3
"خاص","على","خاص على",3
"أحتاج","عطر","أحتاج عطر",3
"خاص","إذا","خاص إذا",3
"مميز","قبل","مميز قبل",3
"وإذا","عندكم","وإذا عندكم",3
"عندكم","تخفيض","عندكم تخفيض",3
"غالي","كثير","غالي كثير",3
"أقدر","أمر","أقدر أمر",3
"أفكر","في","أفكر في",3
"فقط","اليوم","فقط اليوم",3
"بصراحة","أبغي","بصراحة أبغي",3
"في","فرصة","في فرصة",3
"أبيها","قبل","أبيها قبل",3
"الشي","نقدر","الشي نقدر",3
"نقدر","نحصل","نقدر نحصل",3
"متوفر","بس","متوفر بس",3
"زينة","شنو","زينة شنو",3
"معين","بس","معين بس",3
"take","accessories","take accessories",3
"أسأل","إذا","أسأل إذا",3
"حق","ميلاد","حق ميلاد",3
"شي","يصلح","شي يصلح",3
"أستلم","قبل","أستلم قبل",3
"توصيل","قبل","توصيل قبل",3
"المتوفرة","right","المتوفرة right",3
"ميلاد","وأحتاج","ميلاد وأحتاج",3
"بس","عندكم","بس عندكم",3
"يفضل","يكون","يفضل يكون",3
"عندنا","خصومات","عندنا خصومات",3
"تقدرون","توصلونه","تقدرون توصلونه",3
"التفاصيل","الحين","التفاصيل الحين",3
"ممكن","ترسل","ممكن ترسل",3
"ترسل","لي","ترسل لي",3
"بشوف","إذا","بشوف إذا",3
"منكم","ودي","منكم ودي",3
"طيب","وشنو","طيب وشنو",3
"الميزانية","محدودة","الميزانية محدودة",3
"ما","أوصل","ما أوصل",3
"بسرعة","اليوم","بسرعة اليوم",3
"وش","عندكم","وش عندكم",3
"المغرب","أحتاج","المغرب أحتاج",3
"يناسب","لعيد","يناسب لعيد",3
"العرض","متوفر","العرض متوفر",3
"ممكن","خصم","ممكن خصم",3
"انا","أول","انا أول",3
"لي","الحين","لي الحين",3
"حلوة","على","حلوة على",3
"شي","على","شي على",3
"المغرب","اذا","المغرب اذا",3
"تحصل","على","تحصل على",3
"مو","متأكدة","مو متأكدة",3
"لزبائن","عميل","لزبائن عميل",3
"من","العطور","من العطور",3
"دايم","اشتري","دايم اشتري",3
"اللي","موجودة","اللي موجودة",3
"بصراحة","أدور","بصراحة أدور",3
"شوي","شنو","شوي شنو",3
"وحبيت","أعرف","وحبيت أعرف",3
"هو","عيد","هو عيد",3
"ثاني","ممكن","ثاني ممكن",3
"بس","العرض","بس العرض",3
"take","سمعت","take سمعت",3
"غالي","عندكم","غالي عندكم",3
"وسعره","مناسب","وسعره مناسب",3
"وايد","ناس","وايد ناس",3
"ميلاد","في","ميلاد في",3
"بمر","عليكم","بمر عليكم",3
"غالي","مره","غالي مره",3
"يبيهم","حق","يبيهم حق",3
"بس","بنفس","بس بنفس",3
"الميزانية","tight","الميزانية tight",3
"شي","حصري","شي حصري",3
"بعدني","محتار","بعدني محتار",3
"وإذا","فيه","وإذا فيه",3
"متوفرة","right","متوفرة right",3
"خذيت","اثنين","خذيت اثنين",3
"العطر","هدية","العطر هدية",3
"أنا","أبحث","أنا أبحث",3
"يعني","شي","يعني شي",3
"توصيل","مجاني","توصيل مجاني",3
"عندي","حفلة","عندي حفلة",3
"أرخص","قبل","أرخص قبل",3
"أنتظر","لي","أنتظر لي",3
"المشكلة","إن","المشكلة إن",3
"to","cancel","to cancel",3
"لي","العرض","لي العرض",3
"ألغي","اليوم","ألغي اليوم",3
"مشكورين","على","مشكورين على",3
"أحتاجه","الحين","أحتاجه الحين",3
"تعاونكم","بس","تعاونكم بس",3
"now","لو","now لو",3
"هل","هو","هل هو",3
"دايم","وعندي","دايم وعندي",3
"اليوم","إن","اليوم إن",3
"عن","منتج","عن منتج",3
"الباقة","اللي","الباقة اللي",3
"إنه","ممكن","إنه ممكن",3
"أمس","من","أمس من",3
"سمحت","شنو","سمحت شنو",3
"الخدمة","زينة","الخدمة زينة",3
"اللي","سو","اللي سو",3
"سو","يته","سو يته",3
"اللي","أحتاجه","اللي أحتاجه",3
"الجمعة","الياي","الجمعة الياي",3
"انه","فيه","انه فيه",3
"تقدرون","تلغونه","تقدرون تلغونه",3
"عن","تخفيضات","عن تخفيضات",3
"أفوت","الفرصة","أفوت الفرصة",3
"موجود","قبل","موجود قبل",3
"شنطة","معينة","شنطة معينة",3
"عن","الشنط","عن الشنط",3
"عشان","أشوف","عشان أشوف",3
"التخفيضات","اللي","التخفيضات اللي",3
"في","منتج","في منتج",3
"خاصة","للعملاء","خاصة للعملاء",3
"للعملاء","المهمين","للعملاء المهمين",3
"مرة","اطلب","مرة اطلب",3
"اللي","نزلتوها","اللي نزلتوها",3
"مترددة","شوي","مترددة شوي",3
"البشرة","الحساسة","البشرة الحساسة",3
"ا","بس","ا بس",3
"إذا","مو","إذا مو",3
"ما","شفته","ما شفته",3
"متوفر","في","متوفر في",3
"فلاش","سيل","فلاش سيل",3
"سيل","اليوم","سيل اليوم",3
"في","طريقه","في طريقه",3
"منكم","شنو","منكم شنو",3
"عندكم","توصيل","عندكم توصيل",3
"ممكن","اعرف","ممكن اعرف",3
"ابي","اتأكد","ابي اتأكد",3
"إنها","موجودة","إنها موجودة",3
"أقدر","أطلبها","أقدر أطلبها",3
"كعميل","عميل","كعميل عميل",3
"بتكون","متوفرة","بتكون متوفرة",3
"خاصة","ممكن","خاصة ممكن",3
"عن","ماركة","عن ماركة",3
"يناسبني","حق","يناسبني حق",3
"شفته","على","شفته على",3
"اللي","أبيها","اللي أبيها",3
"ولا","خلصت","ولا خلصت",3
"سيل","اللي","سيل اللي",3
"أحب","أكون","أحب أكون",3
"أكون","أول","أكون أول",3
"ترى","انا","ترى انا",3
"اللي","أبي","اللي أبي",3
"والله","بغيت","والله بغيت",3
"سمعت","انها","سمعت انها",3
"الأسعار","عندكم","الأسعار عندكم",3
"وايد","زينة","وايد زينة",3
"مرة","أتسوق","مرة أتسوق",3
"مكياج","من","مكياج من",3
"خاص","لعملاء","خاص لعملاء",3
"متوفرة","في","متوفرة في",3
"أشتري","مكياج","أشتري مكياج",3
"العروض","الجديدة","العروض الجديدة",3
"اللي","ابيه","اللي ابيه",3
"تلقون","لي","تلقون لي",3
"ممكن","تقول","ممكن تقول",3
"ياخذ","وقت","ياخذ وقت",3
"سمعت","إنها","سمعت إنها",3
"ممكن","توفرونها","ممكن توفرونها",3
"كان","متوفر","كان متوفر",3
"ما","يوصل","ما يوصل",3
"قالت","لي","قالت لي",3
"ما","ابغى","ما ابغى",3
"عنكم","من","عنكم من",3
"في","موديلات","في موديلات",3
"منكم","في","منكم في",3
"وكان","عندي","وكان عندي",3
"اللي","ابغاه","اللي ابغاه",3
"غيرت","رأيي","غيرت رأيي",3
"أحتاج","شوز","أحتاج شوز",3
"أحتاجه","ضروري","أحتاجه ضروري",3
"بغيت","أكنسل","بغيت أكنسل",3
"ينحل","بسرعة","ينحل بسرعة",3
"الطلب","الحين","الطلب الحين",3
"شوزات","جديدة","شوزات جديدة",3
"ممكن","تحجز","ممكن تحجز",3
"تحجز","لي","تحجز لي",3
"حق","العطور","حق العطور",3
"ألغيها","قبل","ألغيها قبل",3
"أي","طريقة","أي طريقة",3
"ألغيه","اليوم","ألغيه اليوم",3
"الفلوس","ترجع","الفلوس ترجع",3
"عن","شيء","عن شيء",3
"أبغي","أكنسل","أبغي أكنسل",3
"العطر","لعيد","العطر لعيد",3
"أكنسل","الحين","أكنسل الحين",3
"بس","ابغى","بس ابغى",3
"الغي","الطلب","الغي الطلب",3
"process","to","process to",3
"أطلب","شيء","أطلب شيء",3
"هو","كان","هو كان",3
"ممكن","تلغون","ممكن تلغون",3
"كان","قبل","كان قبل",3
"بس","غيرت","بس غيرت",3
"take","next","take next",3
"بشي","ثاني","بشي ثاني",3
"ثاني","يكون","ثاني يكون",3
"أتمنى","أسمع","أتمنى أسمع",3
"أكنسل","قبل","أكنسل قبل",3
"لأن","المناسبة","لأن المناسبة",3
"متوفر","عندكم","متوفر عندكم",3
"من","عروض","من عروض",3
"أبغى","أكنسل","أبغى أكنسل",3
"policy","إذا","policy إذا",3
"هذا","أول","هذا أول",3
"عندكم","أحذية","عندكم أحذية",3
"أتأكد","إنها","أتأكد إنها",3
"واحد","أرخص","واحد أرخص",3
"في","بالي","في بالي",3
"بس","أرخص","بس أرخص",3
"ميلاد","بس","ميلاد بس",3
"اللي","لازم","اللي لازم",3
"ثاني","حق","ثاني حق",3
"ميلاده","ومو","ميلاده ومو",3
"بس","بعدين","بس بعدين",3
"يبغاها","لعيد","يبغاها لعيد",3
"يبغي","يشتري","يبغي يشتري",3
"وقلت","له","وقلت له",3
"محتاجه","حق","محتاجه حق",3
"من","الفرع","من الفرع",3
"أكنسل","الأوردر","أكنسل الأوردر",3
"شكرا","بس","شكرا بس",3
"ممكن","تأكد","ممكن تأكد",3
"منكم","وكان","منكم وكان",3
"الحقيقة","أنا","الحقيقة أنا",3
"شلون","طريقة","شلون طريقة",3
"مميز","حق","مميز حق",3
"ا","إن","ا إن",3
"the","refund","the refund",3
"process","if","process if",3
"إنه","أخوي","إنه أخوي",3
"يحب","العطور","يحب العطور",3
"أو","لا","أو لا",3
"أبي","أكنسل","أبي أكنسل",3
"بعد","الدوام","بعد الدوام",3
"عن","عروضكم","عن عروضكم",3
"اللي","قرب","اللي قرب",3
"إنه","يوصل","إنه يوصل",3
"اليوم","صحيح","اليوم صحيح",3
"متوفرة","اليوم","متوفرة اليوم",3
"وصلت","اليوم","وصلت اليوم",3
"بكون","ممتن","بكون ممتن",3
"مناسبة","خاصة","مناسبة خاصة",3
"شي","فخم","شي فخم",3
"الوقت","يداهمني","الوقت يداهمني",3
"الحين","متى","الحين متى",3
"من","الvip","من الvip",3
"أدري","إن","أدري إن",3
"عن","موضوع","عن موضوع",3
"موضوع","استرجاع","موضوع استرجاع",3
"كنت","أحاول","كنت أحاول",3
"بعد","شوي","بعد شوي",3
"يستخدم","الانترنت","يستخدم الانترنت",3
"بس","الصراحة","بس الصراحة",3
"عن","سياسة","عن سياسة",3
"يبغى","يشترك","يبغى يشترك",3
"حجز","الفندق","حجز الفندق",3
"وضع","حسابي","وضع حسابي",3
"محتاجها","لعيد","محتاجها لعيد",3
"take","lines","take lines",3
"أحتاج","أرجعها","أحتاج أرجعها",3
"حسابي","بخصوص","حسابي بخصوص",3
"بخصوص","الدراجات","بخصوص الدراجات",3
"ميلاد","صديقي","ميلاد صديقي",3
"إنه","الحساب","إنه الحساب",3
"نفس","الدراجة","نفس الدراجة",3
"الانترنت","حق","الانترنت حق",3
"عن","خدمة","عن خدمة",3
"اللي","تقدمونها","اللي تقدمونها",3
"يحتفل","بعيد","يحتفل بعيد",3
"بعيد","ميلاده","بعيد ميلاده",3
"رخيص","وعملي","رخيص وعملي",3
"عندنا","مناسبة","عندنا مناسبة",3
"سوق","واقف","سوق واقف",3
"عن","الدراجات","عن الدراجات",3
"يكون","جودة","يكون جودة",3
"عن","الفنادق","عن الفنادق",3
"الفنادق","في","الفنادق في",3
"للفنادق","في","للفنادق في",3
"إنها","توصل","إنها توصل",3
"إذا","اشتركت","إذا اشتركت",3
"سريع","ومو","سريع ومو",3
"شنو","الباقات","شنو الباقات",3
"الانترنت","شغال","الانترنت شغال",3
"شغلي","اليوم","شغلي اليوم",3
